Reason,gbifID,accessRights,bibliographicCitation,language,license,modified,publisher,references,rightsHolder,type,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,occurrenceID,catalogNumber,recordNumber,recordedBy,recordedByID,individualCount,organismQuantity,organismQuantityType,sex,lifeStage,reproductiveCondition,caste,behavior,vitality,establishmentMeans,degreeOfEstablishment,pathway,georeferenceVerificationStatus,occurrenceStatus,preparations,disposition,associatedOccurrences,associatedReferences,associatedSequences,associatedTaxa,otherCatalogNumbers,occurrenceRemarks,organismID,organismName,organismScope,associatedOrganisms,previousIdentifications,organismRemarks,materialEntityID,materialEntityRemarks,verbatimLabel,materialSampleID,eventID,parentEventID,eventType,fieldNumber,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,samplingProtocol,sampleSizeValue,sampleSizeUnit,samplingEffort,fieldNotes,eventRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,verticalDatum,verbatimDepth,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,verbatimCoordinateSystem,verbatimSRS,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferencedDate,georeferenceProtocol,georeferenceSources,georeferenceRemarks,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,identificationID,verbatimIdentification,identificationQualifier,typeStatus,identifiedBy,identifiedByID,dateIdentified,identificationReferences,identificationVerificationStatus,identificationRemarks,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,order,superfamily,family,subfamily,tribe,subtribe,genus,genericName,subgenus,infragenericEpithet,specificEpithet,infraspecificEpithet,cultivarEpithet,taxonRank,verbatimTaxonRank,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,datasetKey,publishingCountry,lastInterpreted,elevation,elevationAccuracy,depth,depthAccuracy,distanceFromCentroidInMeters,issue,taxonomicIssue,nonTaxonomicIssue,mediaType,hasCoordinate,hasGeospatialIssues,taxonKey,acceptedTaxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,subgenusKey,speciesKey,species,acceptedScientificName,verbatimScientificName,typifiedName,protocol,lastParsed,lastCrawled,isInvasive,repatriated,relativeOrganismQuantity,projectId,isSequenced,gbifRegion,publishedByGbifRegion,level0Gid,level0Name,level1Gid,level1Name,level2Gid,level2Name,level3Gid,level3Name,iucnRedListCategory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4101885511,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=8914401,Botanical Research Institute of Texas,,,b198a10f-39d3-44ac-be3f-c617646b5eb2,,BRIT,NLU,,,PRESERVED_SPECIMEN,,,,ff8f4aaf-5033-4617-82e2-f4e1c3564ced,NLU0110299,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4101886608,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=8915211,Botanical Research Institute of Texas,,,b198a10f-39d3-44ac-be3f-c617646b5eb2,,BRIT,NLU,,,PRESERVED_SPECIMEN,,,,c5b900ec-37da-4f1c-95ed-72ee171fe6d6,NLU0110953,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102035539,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=8914407,Botanical Research Institute of Texas,,,b198a10f-39d3-44ac-be3f-c617646b5eb2,,BRIT,NLU,,,PRESERVED_SPECIMEN,,,,9fa4a5f2-9646-401d-95aa-344bc97af98b,NLU0110303,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102035620,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=8915213,Botanical Research Institute of Texas,,,b198a10f-39d3-44ac-be3f-c617646b5eb2,,BRIT,NLU,,,PRESERVED_SPECIMEN,,,,fbea12e4-7bcb-417e-9dfa-25b617b06eba,NLU0110955,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102087601,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17268357,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,eed38cd9-d0a9-418a-bf6e-b01804881d22,BRIT106005,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102087620,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17268492,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,7ceb0d72-6d98-4b84-acab-3f5427ecfd9f,BRIT105765,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102087633,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17268591,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,1a705d87-b7e3-4c5f-a283-20320ae3ce96,BRIT105761,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Escambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102087800,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17269938,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,7db7b61b-9069-4f70-9e6f-e04c9d58191c,BRIT105775,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Autauga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102087955,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17271195,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,3d1fbd30-ff5f-45d6-8ba8-ca1ebe2f4644,BRIT105772,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Baldwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102088063,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17272053,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,12368a80-7ea2-4fab-8c3b-236cbf5980f0,BRIT105759,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Geneva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102089643,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17268777,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,caaecaaa-96c2-4f81-8a47-55e0fff7c3ce,BRIT105753,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Hale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102089669,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17268964,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,cc428095-4786-42a0-9c3d-6a9ff65fdb24,BRIT105767,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Dale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102089782,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17269877,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,d203718d-4b28-4b43-a6ba-28beee7f93cb,BRIT105758,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Geneva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102089841,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17270350,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,a3c649da-533f-420a-85cf-42ffce45f666,BRIT106004,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102089849,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17270413,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,383f68e7-2704-42fe-96f3-c49f08a5c5db,BRIT105764,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Elmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102089877,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17270622,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,cd6f8d54-7005-42a6-b40d-438f6878ac0a,BRIT105770,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Bibb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102089878,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17270633,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,ac18224d-25ec-418c-a813-b8707a014475,BRIT105756,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Geneva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102090067,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17272129,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,dbe88ffd-8fa0-4efa-8ad4-82c957992eae,BRIT105763,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Elmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102101534,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17268157,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,df583a9e-3e4f-42b0-ac7a-b4502c41c3dd,BRIT105771,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Bibb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102101744,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17269837,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,264af465-4ad5-4b55-8c37-66a5490eb9bd,BRIT105995,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Pike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102101763,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17269983,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,93243929-c260-4e40-8ba3-c01bdcd9df54,BRIT105762,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Elmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212,,,,,,,,Raphanus raphanistrum L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,raphanistrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreliable Location Data,4102101814,,,,CC0_1_0,2025-04-23T02:12:04Z,,https://sernecportal.org/portal/collections/individual/index.php?occid=17270387,Botanical Research Institute of Texas,,,9bec1885-8556-470e-80f3-f31ed15228b0,,BRIT,VDB,,,PRESERVED_SPECIMEN,,,,c747290c-dc93-4e3c-b14f-13cf09d06b48,BRIT105993,,,,,,,,,,,,,,,,,PRESENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,Alabama,Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213,,,,,,,,Raphanus sativus L.,,,,,,,Plantae|Spermatophyta|Tracheophyta|Magnoliophyta|Eudicots|Core Eudicots|Malvids|Rosids|Brassicales|Brassicaceae|Raphanus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,,Brassicaceae,,,,Raphanus,Raphanus,,,sativus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
